,Artist,Song,lyrics
2018,Keith Sweat,Good Love,"Good love
This is what I call love
Good love
Don't get no better babe
Good love
Than your love

No work today baby
We're just taking off
For wiser love
If anybody asks you why you're not coming in
Tell them that just to get love with me

I'm gonna be holding squeezing loving teasing
You all day baby
You all day
Yes I am
You're gonna be kissing squeezing loving me crazy girl
Till I just can't take it baby
Take it no more yeah yeah

It feels so good
It feels so good girl
When we loving each other baby
Loving each other all day long
It feels so good
Feels so good
When we're holding each other baby all night long

Oh yeah yeah I'm feeling girl your lips
I really love your kiss
Good love baby yeah
Oh baby
Good love
This is what I call love
Don't get no better baby
Than your love

When you bite your bottom lip baby
It just tells me girl
That I'm doing that thang
Doing that damn thang
That you like
When I at you
At you girl
Whose is this girl
You tell me that you're mine
And hold me tight

I'm gonna be holding squeezing loving teasing
You all day baby
You all day
Yes I am
You're gonna be kissing squeezing loving me crazy girl
I'm so addicted baby
To your love

Yeah yeah it feels so good girl
When we loving each other baby
Loving each other all day long
It feels so good
When we're holding each other all night long

Oh yeah yeah I'm feeling girl your lips
I really love your kiss
Good love baby yeah
Oh yeah baby
This is what I call love
Don't get no better baby
Than your love

Yeah baby uh
I got you doing like you know that I like
Yeah baby
The way you make your body move
Oh baby girl you know you do it so right
I love it babe
I love it baby
Good love
Come on
Good love
Baby yeah
Good love
Come on oh baby yeah
Good love
Good love"
2019,Keith Sweat;Takiya Mason,Just The 2 of Us,-1
2020,Keith Sweat,Right And A Wrong Way,"Mmm, oh'
My, my, my, my, my, my baby
You're mine, mine, mine, mine
I'm gonna love you right, girl

You may be young but you're ready
(Ready to learn)
You're not a little girl, you're a woman
[Take my hand] Let me tell you, baby

I'm yours for the takin'
So you can [Do what you please]
Don't take my love for granted
You're all I [I'll ever need]

Hold me, hold me in your arms
[Oh'baby] Never let me go

(There's a right and a wrong way to love somebody)
A right way to love somebody, to love me right
(There's a good and a bad way to love somebody)
There's a good, oh'whoa'oh'whoa'oh'
You do me good, ooh'.

So don't play no silly games with me, baby
[No, no, no, no, it's just not my fate] No, no, no
All I need is your loving here
(Hold me tight, baby, with the joy you can bring)

Mmm, take me I'm yours [Take me]
I'm willin' [Ooh, baby]
Hold me, hold me in your arms, hey, baby
[I don't want to let you go] Never let go
You, you're all I need in this world
[Oh'baby] Ooh, you got to know, you better know
You better know my, my baby

(There's a right and a wrong way to love somebody)
You know, you know mean the world to me, girl
(There's a good and a bad way to love somebody)
I'm gonna treat you good
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, baby, ooh, yeah

Ooh'ooh'hoo'ooh'ooh'ooh'ooh'ooh'
I want your lovin', girl, all night long, all night long, all night long, girl
We'll be like two lovers in a tree
Tweddle-lee-deeddle-lee-deedle-lee-dee
Me and you, girl [Whoa, whoa, whoa]
Ooh, you know my love is right, why can't you see
We'll love each other eternally, just you and me, baby
You're a big girl now
No more daddy's little girl"
2021,Keith Sweat,I'll Give All My Love To You,"Ooh, baby, baby, baby
Whoa... oh...
My, my, my, my baby, yeah, girl
Oh, I love you, baby
Ooh, yes, I, yes, I do, girl

I love you in the night
I'm gonna take it real, real slow (Ooh, my baby)
I understand what you told me
And if I didn't know

I always wanted someone just like you
I really to hold you
I'd give the world to you, oh, my darlin'
You know I will, yeah, yeah, you know I will, I surely will

I will never do anything to hurt you (I wouldn't do one single thing to you, babe)
I'll give all my love to you (Gonna give every bit of my love, my love)
And if you need me, baby, I'll come runnin' (Yes, I will)
Only to you (To you, my baby, yes, I will)

Why don't we just lay down, baby
And hold each other real, real close
'Cause I don't wanna rush you, baby (No, no, no, no, no)
If time, if time is what you need the most

I always wanted to love you
You could make all my dreams come true
I want to love you, love you tonight, oh, my darlin'
Yes, I do (Na-na), yeah... yeah... yeah...

I will never do anything to hurt you (I will never do one little thing to you, baby)
I'll give all my love to you (And I'm gonna give you every little bit of my love tonight, girl)
And if you need me, baby, I'll come runnin' (Oh, ho, yes, I will)
Only to you (Only to you, baby, oh, oh, oh, I)

Mmm, mmm, now, now, now, now
Girl, I've been longin' for you, baby, for a long, long time
Girl, let's make love tonight, babe
I can make you feel real good, baby, I can make you feel real good, baby
Sometimes, sometimes I get a little lonely, baby (It gets so rough for me, baby)
And I need somebody I could call all mine
I need the love, so fine

So you are the one for me, baby
I know that you are the world for me, baby (You are the one)
Yeah... yeah... yeah... yeah... yeah... yeah... whoa...

I will never do anything to hurt you (I will never, never do a thing to hurt you)
I'll give all my love to you (I give you every single bit of my love)
And if you need me, baby, I'll come runnin' (All you got to do, baby)
Only to you (When you need somebody pick up the phone, I'll be there, I'll be right there)

I will never do anything to hurt you (Ooh, baby, baby, baby)
I'll give all my love to you (Understand, understand what I'm sayin' to you, baby)
And if you need me, baby, I'll come runnin' (Oh, baby)
Only to you (Only to you, baby, only to you, baby, only you, baby, I'll never hurt you)

I will never do anything to hurt you
I'll give all my love to you
And if you need me, baby, I'll come runnin'
Only to you"
2022,Keith Sweat,I Want To Love You Down,"Hoo, ooh, ooh
Yeah, baby
Mmm... mmm... mmm... mmm...
Feel so good, feel so good

Come on in, baby, have a seat
Take your shoes off, let me massage your feet
You look like you're in the mood for good love
Turn the lights off, girl, that's what I give you plenty of

I wanna be more than a friend
Someone you can depend on
Love you over and over again
Tonight I don't want this love affair to ever end
I love you (Once we get started, it's not gonna stop)

I wanna love you down from your head to your toes
And anywhere else, no one has to know
I wanna love you down from your head to your toes
And anywhere else, no one has to know

Let's take a shower, baby, you see the water is fine (Pass me the soap)
And I'll wash your body and, baby, you'll wash mine (Now it's your turn)
Touch you, girl, in all the right places
And I wanna fill up all your, your empty spaces

I wanna be more than a friend
Someone you can depend on
Love you over and over again
Tonight I don't want this love affair to ever end
No, girl (No, baby, no I don't)

I wanna love you down (Oh, yeah) from your head to your toes
(Down from your head, down to your toes, girl)
And anywhere else, no one has to know (It will be a secret between you and I, girl)
I wanna love you down from your head to your toes (All the way down)
And anywhere else, no one has to know (Let me break it on down to you right now, girl)

Ooh, baby, you feel so good to me tonight
Let me ask you one thing, girl
Can I put you there [Yeah, yeah]
Can I put you right there, baby [Yeah, yeah]
Does it feel good to you, girl [Yeah, yeah]
Oh, does it feel real good to you, baby [Yeah, yeah]
If it feels good let me hear you say, 'Yeah, babe' [Yeah, yeah, yeah, yeah]

I wanna love you down from your head to your toes
(Oh... tell me it feels right, tell me it feels so right, girl)
And anywhere else, no one has to know (Ooh, whisper those sweet little things in my ear)
I wanna love you down from your head to your toes
(I want you to whisper those things you know, you know I like to hear, babe)"
2023,Keith Sweat,Give Me What I Want,-1
2024,Keith Sweat,Keep It Comin' - Smooth Version,-1
2025,Keith Sweat;Ronald Isley,Come With Me (feat. Ronald Isley),"Yeah, what I want you to do tonight
Is turn your the stereo up real loud

Now for all the fellas out there gettin' their groove on
And for all the ladies out there gettin' on with the groove
This one goes out to you, yeah

Would you mind
If I kiss your lips a thousand times
Would you mind
And baby would you mind
If I could just sit here
Take my time
Would you mind
Oh, baby

1 - Come with me
To a place where no love has gone before
Come with me
To a place where no love has gone before

Would you mind
If I run my fingers through your hair, baby
Would it show you how much I care
And would you mind
If I made you scream my name out loud, babe
The thought of it just drives me wild

Repeat 1

Come and go with me
Girl then you will see
I wanna love you now
Make your body spin around and around and around and around

Repeat 1 until fade"
2026,Keith Sweat;Silk,Tonight,"Tonight is the night, girl
(Tonight is the night)
For love
Baby
Baby
Oh, yeah girl

(It's all about you)
Remembering all the things that I want to do to you
(It's all about you)
Baby, I've got plans
(I'm dedicated to you)
All of the things that I have in mind to do to you
(I've waiting tonight, my love)
Waiting, waiting patiently girl, for you love now
(You deserve more)
More than just one night thing
Maybe more than just one minute babe
(You deserve more love)
I've been waiting baby to show you

'Cause tonight is the night
Girl, tonight is your night for love
Baby, baby
Tonight's right
Girl, tonight is your night for love
Baby, baby

You got my undivided attention
Set for me soft, so don't even mention
No excuses, interruptions
If it's your favorite we're gonna get it
Something you're craving
I've been waiting tonight, my girl
(Waiting, waiting patiently, baby)
(You deserve more)
It's more than dinner and a movie
Your body needs a big contest
(You deserve more love)
I'd be giving my love to you

'Cause tonight is right
Girl, tonight is your night for love
Baby, baby
Tonight's right
Girl, tonight is your night for love
Baby, baby
Tonight baby
Tonight is the night for love
Baby, baby
(Make you feel good, girl)
Tonight is your night for love
(You need to come and get it, girl)
(I know girl that you've been waiting)
(Oh baby, yeah baby)
(End up being so right)
(I'll be loving you all night)
(You gonna want it baby)
(You gonna need it baby)
(Tonight is the night girl)
(I'll be loving you baby)

Make you go up, and down
(Up and down)
Back, and forth
Left to right
Do it all night
We'll be making go up, and down
(No make it calm down)
(Push it on back)
(I like it I like)"
2027,Keith Sweat,Back And Forth,-1
2028,Keith Sweat,Feels Good,-1
2029,Keith Sweat,Better Love,-1
2030,Keith Sweat,Cant' Let You Go,-1
2031,Chris Brown,Grass Ain't Greener,"You ain't the girl that you used to be
You say you're done, you're moving on
This ain't the world that it used to be
Looks like you've won, looks like you've won
Sick of leaving messages on your cell
A true lover, but when I'm not there
Girl, you had somebody that really cared
How you fuck it up, girl, it's not fair

You used to be the one to talk to on the side
Waiting for my love to break up
It's crazy how your ass can walk through every night
Acting like you been a player
That grass ain't greener on the other side
Oh, yeah
That grass ain't greener on the other side
Oh, yeah

Seems like ain't nothing cool about being real
No one's honest about what they feel
Take a hoe and try to treat her well
She'll be back up at the club again
I know what you want, but you're not gon' get it
'Less I know for sure that you're vibing with me
You do what you want with somebody else
I'm gone, baby

You used to be the one to talk to on the side
Waiting for my love to break up
It's crazy how your ass can walk through every night
Acting like you been a player
That grass ain't greener on the other side, I've been there
Oh yeah, I've been there
That grass ain't greener on the other side
Oh yeah

My homie said I need to stop it
My momma said bitches be watchin' you
They gon' put their hand all in your pocket
For the credit card that's in your wallet
Drinkin' liquor when we celebratin'
Calculatin' all my funds
Tryna get a nigga take the condom off
'Cause she want that tax every month, woo
I know what you want, but you're not gon' get it
Take my kindness for weakness when you act sadity
Keeping it 100 ain't your forté
You used to be

You used to be the one to talk to on the side
Waiting for my love to break up
It's crazy how your ass can walk through every night
Acting like you been a player
That grass ain't greener on the other side
Oh yeah
That grass ain't greener on the other side
Oh yeah"
